,Name,Age,Class/Dept,Ticket,Embarked,Job
2259,"TRIGGS, Mr Robert",40,Engineering Crew, ,Southampton,Fireman                             
2260,"TROUPIANSKY, Mr Moses Aaron",23,2nd Class Passenger,233639£13                             ,Southampton,Shop Assistant                             
2261,"TROUT, Mrs Jessie L.",26,2nd Class Passenger,240929£12               13s               ,Southampton,                             
2262,"TROUTT, Miss Edwina Celia",27,2nd Class Passenger,34218£10               10s               ,Southampton,                             
2263,"TUCKER, Mr Gilbert Milligan jr",31,1st Class Passenger,2543£28               10s               9d,Cherbourg,                             
2264,"TURCIN, Mr Stjepan",36,3rd Class Passenger,349247£7               17s               11d,Southampton,General Labourer                             
2265,"TURJA, Miss Anna Sofia",18,3rd Class Passenger,4138£9               16s               10d,Southampton,                             
2266,"TURKULA, Mrs Hedwig",63,3rd Class Passenger,4134£9               11s               9d,Southampton,                             
2267,"TURLEY, Mr Richard",35,Engineering Crew, ,Belfast,Fireman                             
2268,"TURNER, Mr L.",28,Victualling Crew, ,Belfast,Saloon Steward                             
2269,"TURPIN, Mr William John",29,2nd Class Passenger,11668£21                             ,Southampton,Carpenter / Joiner                             
2270,"TURPIN, Mrs Dorothy Ann",26,2nd Class Passenger,11668£21                             ,Southampton,Housewife                             
2271,"TURVEY, Mr Charles Thomas",17,Restaurant Staff, ,Southampton,Page Boy                             
2272,"URBINI, Sig. Roberto",22,Restaurant Staff, ,Southampton,Waiter                             
2273,"URUCHURTU, Don. Manuel Ramirez",39,1st Class Passenger,17601£27               14s               5d,Cherbourg,Lawyer                             
2274,"VALLER, Mr Arthur",25,Engineering Crew, ,Belfast,Trimmer                             
2275,"VALVASSORI, Sig. Ettore Luigi",35,Restaurant Staff, ,Southampton,Waiter                             
2276,"VAN BILLIARD, Mr Austin Blyler",35,3rd Class Passenger,851£14               10s               ,Southampton,                             
2277,"VAN BILLIARD, Master James William",10,3rd Class Passenger,851£14               10s               ,Southampton,                             
2278,"VAN BILLIARD, Master Walter John",9,3rd Class Passenger,851£14               10s               ,Southampton,                             
2279,"VAN DE VELDE, Mr Johannes Josef",35,3rd Class Passenger,345780£9               10s               ,Southampton,Farmer                             
2280,"VAN DEN STEEN, Mr Leo Peter",28,3rd Class Passenger,345783£9               10s               ,Southampton,Farmer                             
2281,"VAN DER BRUGGE, Mr Wessel Adrianus",42,Engineering Crew, ,Southampton,Fireman                             
2282,"VAN DER HOEF, Mr Wyckoff",61,1st Class Passenger,111240£33               10s               ,Belfast,Businessman                             
2283,"VAN IMPE, Mr Jean Baptiste",36,3rd Class Passenger,345773£24               3s               ,Southampton,Farmer                             
2284,"VAN IMPE, Mrs Rosalie Paula",30,3rd Class Passenger,345773£24               3s               ,Southampton,                             
2285,"VAN IMPE, Miss Catharina",10,3rd Class Passenger,345773£24               3s               ,Southampton,                             
2286,"VAN MELCKEBEKE, Mr Philemon",23,3rd Class Passenger,345777£9               10s               ,Southampton,Farmer                             
2287,"VANDERCRUYSSEN, Mr Victor",46,3rd Class Passenger,345765£9                             ,Southampton,Farmer                             
2288,"VANDERPLANCKE, Mr Julius",31,3rd Class Passenger,345763£18                             ,Southampton,Farmer                             
2289,"VANDERPLANCKE, Mrs Emelie Maria",31,3rd Class Passenger,345763£18                             ,Southampton,                             
2290,"VANDERPLANCKE, Miss Augusta Maria",18,3rd Class Passenger,345764£18                             ,Southampton,Servant                             
2291,"VANDERPLANCKE, Mr Leo Edmondus",15,3rd Class Passenger,345763£18                             ,Southampton,Farm Labourer                             
2292,"VANDEWALLE, Mr Nestor Cyriel",28,3rd Class Passenger,345770£9               10s               ,Southampton,Merchant                             
2293,"VARTANIAN, Mr David",22,3rd Class Passenger,2658£7               4s               6d,Cherbourg,                             
2294,"VEAL, Mr James",40,2nd Class Passenger,28221£13                             ,Southampton,                             
2295,"VEAL, Mr Arthur",36,Engineering Crew, ,Southampton,Greaser                             
2296,"VEAL, Mr Thomas Henry Edom",38,Victualling Crew, ,Southampton,Saloon Steward                             
2297,"VEAR, Mr H.",32,Engineering Crew, ,Southampton,Fireman                             
2298,"VEAR, Mr William",33,Engineering Crew, ,Southampton,Fireman                             
2299,"VENDEL, Mr Olof Edvin",20,3rd Class Passenger,350416£7               17s               1d,Southampton,General Labourer                             
2300,"VESTRöM, Miss Hulda Amanda Adolfina",14,3rd Class Passenger,350406£7               17s               1d,Southampton,Servant                             
2301,"VICAT, Sig. Alphonse Jean Eugene",21,Restaurant Staff, ,Southampton,Cook                             
2302,"VIGOTT, Mr Philip Francis",32,Deck Crew, ,Southampton,Able Seaman                             
2303,"VILLVARLANGE, Mr Pierre Léon Gabriel",19,Restaurant Staff, ,Southampton,Assistant Soup Cook                             
2304,"VINE, Mr Herbert Thomas Gordon",18,Restaurant Staff, ,Southampton,Assistant Restaurant Controller                             
2305,"VIONI, Sig. Roberto",31,Restaurant Staff, ,Southampton,Waiter                             
2306,"VOEGELIN-DUBACH, Sig. Johannes",35,Restaurant Staff, ,Southampton,Waiter                             
2307,"VOVK, Mr Janko",21,3rd Class Passenger,349252£7               17s               11d,Southampton,General Labourer                             
2308,"WAELENS, Mr Achille",22,3rd Class Passenger,345767£9                             ,Southampton,Farm Labourer                             
2309,"WAKE, Mr Percy",37,Victualling Crew, ,Southampton,Baker                             
2310,"WALKER, Mr William Anderson",48,1st Class Passenger,36967£34                             5d,Southampton,                             
2311,"WALKER, Mr Robert",43,Engineering Crew, ,Belfast,Trimmer                             
2312,"WALLACE, Mr Robert",26,Engineering Crew, ,Belfast,Trimmer                             
2313,"WALLCROFT, Miss Ellen 'Nellie'",36,2nd Class Passenger,13528£21                             ,Southampton,Cook                             
2314,"WALLIS, Mrs Catherine Jane",35,Victualling Crew, ,Southampton,Matron                             
2315,"WALLS, Mr James",32,Engineering Crew, ,Belfast,Fireman                             
2316,"WALPOLE, Mr James",48,Victualling Crew, ,Belfast,Chief Pantryman Steward                             
2317,"WALSH, Miss Catherine",32,Victualling Crew, ,Southampton,Stewardess                             
2318,"WARD, Miss Annie Moore",35,1st Class PassengerServant,17755£512               6s               7d,Cherbourg,Personal Maid                             
2319,"WARD, Mr Arthur",24,Engineering Crew, ,Belfast,Junior Assistant 4th. Engineer                             
2320,"WARD, Mr J.",31,Engineering Crew, ,Southampton,Leading Fireman                             
2321,"WARD, Mr Edward",34,Victualling Crew, ,Belfast,Bed Room Steward                             
2322,"WARD, Mr Percy Thomas",38,Victualling Crew, ,Belfast,Bed Room Steward                             
2323,"WARD, Mr William",36,Victualling Crew, ,Southampton,Saloon Steward                             
2324,"WARD, Mr William",24,Engineering Crew, ,Belfast,Fireman                             
2325,"WARDNER, Mr Albert",39,Engineering Crew, ,Southampton,Fireman                             
2326,"WARE, Mr John James",45,2nd Class Passenger,31352£21                             ,Southampton,                             
2327,"WARE, Mrs Florence Louise",31,2nd Class Passenger,31352£21                             ,Southampton,                             
2328,"WARE, Mr William Jeffery",23,2nd Class Passenger,28666£10               10s               ,Southampton,                             
2329,"WARE, Mr Frederick",34,3rd Class Passenger,359309£8               1s               ,Southampton,Motor Fitter                             
2330,"WAREHAM, Mr Robert Arthur",37,Victualling Crew, ,Belfast,Bed Room Steward                             
2331,"WARREN, Mr Frank Manley",63,1st Class Passenger,110813£75               5s               ,Cherbourg,                             
2332,"WARREN, Mrs Anna Sophia",60,1st Class Passenger,110813£75               5s               ,Cherbourg,                             
2333,"WARREN, Mr Charles William",30,3rd Class Passenger,49867£7               11s               ,Southampton,Bricklayer                             
2334,"WARWICK, Mr Tom",35,Victualling Crew, ,Southampton,Saloon Steward                             
2335,"WATERIDGE, Mr Edward Lewis",25,Engineering Crew, ,Southampton,Fireman                             
2336,"WATSON, Mr Ennis Hastings",15,2nd Class PassengerH&W Guarantee Group,239856 ,Belfast,Apprentice Electrician                             
2337,"WATSON, Mr W.",27,Engineering Crew, ,Southampton,Fireman                             
